date,nyse_advancers,nyse_decliners,nyse_ad,nyse_ad_cum,nyse_ad_cum_trend,nyse_mcclellan,nyse_mcclellan_trend,nyse_pct_above_20d,nyse_pct_above_50d,nyse_pct_above_200d,nyse_common_advancers,nyse_common_decliners,nyse_common_ad,nyse_common_ad_cum,nyse_common_ad_cum_trend,nyse_common_mcclellan,nyse_common_mcclellan_trend,nyse_common_pct_above_20d,nyse_common_pct_above_50d,nyse_common_pct_above_200d,nasdaq_advancers,nasdaq_decliners,nasdaq_ad,nasdaq_ad_cum,nasdaq_ad_cum_trend,nasdaq_mcclellan,nasdaq_mcclellan_trend,nasdaq_pct_above_20d,nasdaq_pct_above_50d,nasdaq_pct_above_200d,sp500_advancers,sp500_decliners,sp500_ad,sp500_ad_cum,sp500_ad_cum_trend,sp500_mcclellan,sp500_mcclellan_trend,sp500_pct_above_20d,sp500_pct_above_50d,sp500_pct_above_200d,sp400_advancers,sp400_decliners,sp400_ad,sp400_ad_cum,sp400_ad_cum_trend,sp400_mcclellan,sp400_mcclellan_trend,sp400_pct_above_20d,sp400_pct_above_50d,sp400_pct_above_200d,sp600_advancers,sp600_decliners,sp600_ad,sp600_ad_cum,sp600_ad_cum_trend,sp600_mcclellan,sp600_mcclellan_trend,sp600_pct_above_20d,sp600_pct_above_50d,sp600_pct_above_200d,broad_pct_above_20d,broad_pct_above_50d,broad_pct_above_200d
2024-05-08,800,795,5.0,11720.0,rising,73.95813675756803,rising,69.71744471744472,57.55528255528255,69.16461916461917,612,594,18.0,9831.0,rising,55.27385870074585,rising,68.7041564792176,56.805215973920134,70.0081499592502,1054,1179,-125.0,-15434.0,rising,90.04691969523945,rising,60.52298608182202,43.69464361029102,48.37621256853648,247,252,-5.0,6642.0,rising,21.979269902794456,flat,69.061876247505,53.49301397205589,78.44311377245509,157,237,-80.0,4230.0,rising,21.220163041880454,flat,72.04030226700252,61.96473551637279,75.56675062972292,305,273,32.0,2140.0,rising,32.499775021414386,rising,70.94594594594594,56.25,64.1891891891892,64.35401051333147,49.46990983737082,57.0380486502376
2024-05-09,1276,333,943.0,12663.0,rising,107.89868543953506,rising,76.16707616707616,62.8992628992629,71.31449631449631,973,241,732.0,10563.0,rising,82.01935171220961,rising,75.06112469437653,61.858190709046454,71.96414017929911,1417,851,566.0,-14868.0,rising,109.85278716299429,rising,64.68605141171513,46.396965865992414,49.3889591234724,410,91,319.0,6961.0,rising,33.88325822495322,rising,75.84830339321357,59.68063872255489,80.63872255489022,309,88,221.0,4451.0,rising,28.46988934528249,rising,79.84886649874056,64.98740554156171,77.32997481108312,471,117,354.0,2494.0,rising,45.08973667596335,rising,76.35135135135135,63.17567567567568,67.22972972972973,69.45080994444041,53.24561067551839,58.488311545540355
2024-05-10,741,851,-110.0,12553.0,rising,83.72836113541922,rising,73.28009828009829,60.995085995085994,70.57739557739558,559,642,-83.0,10480.0,rising,63.72665147845008,rising,72.04563977180113,59.98370008149959,71.3121434392828,853,1420,-567.0,-15435.0,rising,69.5875399121097,rising,60.30341340075853,44.83775811209439,48.714707121786766,298,196,102.0,7063.0,rising,33.04175194927419,rising,78.0439121756487,60.47904191616767,81.63672654690619,187,203,-16.0,4435.0,rising,22.67605588796482,flat,79.09319899244332,63.72795969773299,77.58186397984886,258,325,-67.0,2427.0,rising,34.578705207222896,rising,73.64864864864865,61.6554054054054,66.0472972972973,65.64853172622009,51.49298863983634,57.71998526443339
2024-05-13,760,831,-71.0,12482.0,rising,64.59409204972309,rising,73.64864864864865,60.1965601965602,71.06879606879608,549,657,-108.0,10372.0,rising,46.517759521193426,rising,72.37163814180929,59.168704156479215,71.71964140179298,1143,1107,36.0,-15399.0,rising,64.96281581304284,rising,60.47197640117994,45.9755583649389,48.58828487147071,208,288,-80.0,6983.0,rising,23.05705532382226,flat,76.24750499001996,60.67864271457086,81.23752495009981,171,223,-52.0,4383.0,rising,15.808948002518392,flat,78.08564231738035,64.73551637279597,77.58186397984886,280,301,-21.0,2406.0,rising,27.718879775413697,rising,75.50675675675676,60.979729729729726,67.9054054054054,65.92995233081355,51.866111323571936,57.90005089983433
2024-05-14,1164,436,728.0,13210.0,rising,87.86132152120427,rising,76.71990171990171,64.98771498771498,72.66584766584766,871,335,536.0,10908.0,rising,63.77156810013301,rising,75.38712306438468,63.4881825590872,73.0236348818256,1493,789,704.0,-14695.0,rising,94.08386262927546,rising,64.72819216182049,50.06321112515803,50.10535187526338,316,181,135.0,7118.0,rising,25.154854432441745,rising,78.0439121756487,64.27145708582835,81.83632734530939,301,96,205.0,4588.0,rising,22.708526020449114,flat,82.11586901763224,68.76574307304786,79.84886649874056,438,150,288.0,2694.0,rising,37.165134632339765,rising,77.53378378378379,65.37162162162163,68.75,69.67067935732021,56.21447495310525,59.403856065097195
2024-05-15,1028,572,456.0,13666.0,rising,93.71549611171469,rising,77.21130221130221,66.46191646191646,73.34152334152334,769,438,331.0,11239.0,rising,67.9547165946257,rising,75.95762021189894,65.11817440912795,73.59413202933986,1338,922,416.0,-14279.0,rising,104.11193834400797,rising,65.09473684210526,52.50526315789473,50.77894736842106,369,128,241.0,7359.0,rising,32.12269839814918,rising,78.84231536926147,66.66666666666666,82.23552894211576,282,115,167.0,4755.0,rising,26.594122595677625,rising,83.87909319899244,69.77329974811083,81.10831234256926,356,226,130.0,2824.0,rising,37.15585686184984,rising,77.7027027027027,68.41216216216216,69.42567567567568,70.11714735783457,58.29040442381048,60.13131046608004
2024-05-16,717,875,-158.0,13508.0,rising,67.55223790604248,rising,73.58722358722358,65.1105651105651,72.91154791154791,513,691,-178.0,11061.0,rising,45.74153497444382,rising,71.63814180929096,63.16218418907905,73.0236348818256,1064,1187,-123.0,-14402.0,rising,85.21538338838425,rising,64.84210526315789,52.84210526315789,51.74736842105263,222,272,-50.0,7309.0,rising,23.36959149683831,flat,78.84231536926147,65.46906187624751,82.83433133732535,132,262,-130.0,4625.0,rising,14.933337054519619,flat,80.60453400503779,68.51385390428212,79.84886649874056,267,315,-48.0,2776.0,rising,28.062145083771725,rising,75.16891891891892,65.70945945945947,69.5945945945946,68.46485529488118,57.92443367249234,60.51483491828617
2024-05-17,896,702,194.0,13702.0,rising,62.44489095066257,rising,74.14004914004913,65.35626535626535,73.21867321867322,671,533,138.0,11199.0,rising,42.32055701431611,rising,71.80114099429503,63.56968215158925,73.10513447432763,1046,1232,-186.0,-14588.0,rising,65.48275198438401,rising,62.4,53.5578947368421,51.410526315789475,293,205,88.0,7397.0,rising,22.668837138733323,flat,77.24550898203593,66.66666666666666,83.43313373253493,209,185,24.0,4649.0,rising,12.588698731556917,flat,77.07808564231739,68.51385390428212,79.34508816120906,278,308,-30.0,2746.0,rising,21.046710788096064,flat,74.49324324324324,64.86486486486487,69.25675675675676,67.24019569809043,58.42213525537625,60.40160442487313
2024-05-20,722,869,-147.0,13555.0,rising,40.71588484905942,rising,71.62162162162163,63.759213759213765,73.09582309582309,562,641,-79.0,11120.0,rising,28.33401807333533,rising,69.51915240423799,62.51018744906276,73.43113284433578,1089,1182,-93.0,-14681.0,rising,52.93393837404191,rising,62.27368421052631,53.17894736842105,51.66315789473684,226,270,-44.0,7353.0,rising,15.356347976859887,flat,74.25149700598801,64.87025948103793,83.23353293413174,211,184,27.0,4676.0,rising,10.671089471766031,flat,76.57430730478589,67.50629722921914,78.84130982367759,240,348,-108.0,2638.0,rising,11.043280911352895,flat,71.28378378378379,64.52702702702703,68.58108108108108,66.12468587314999,57.53762262159329,60.49261681108283
2024-05-21,760,838,-78.0,13477.0,rising,25.38400520794343,rising,69.34889434889435,63.39066339066339,72.11302211302211,570,635,-65.0,11055.0,rising,16.933857188430082,flat,67.97066014669927,62.02118989405053,72.6161369193154,956,1300,-344.0,-15025.0,flat,29.3900330453292,rising,59.36842105263158,51.32631578947369,50.77894736842106,254,243,11.0,7364.0,rising,11.777388003573805,flat,74.25149700598801,64.27145708582835,82.03592814371258,174,221,-47.0,4629.0,rising,5.278178107285989,flat,73.04785894206549,65.74307304785894,78.58942065491183,290,297,-7.0,2631.0,rising,7.4851319621807235,flat,67.39864864864865,62.83783783783784,67.73648648648648,63.50666607791127,56.32860625825966,59.62478323813369
2024-05-22,437,1157,-720.0,12757.0,rising,-19.951671911250457,flat,60.09821976672806,58.3793738489871,70.77961939840392,359,848,-489.0,10566.0,rising,-14.09794965410606,flat,58.79478827361564,57.08469055374593,71.09120521172639,968,1291,-323.0,-15348.0,flat,10.16304382405318,flat,56.67368421052632,50.23157894736842,51.07368421052632,179,319,-140.0,7224.0,rising,1.1084902863963393,flat,67.26546906187625,60.47904191616767,81.23752495009981,101,294,-193.0,4436.0,flat,-6.65915199988088,flat,61.96473551637279,60.70528967254408,76.82619647355163,169,417,-248.0,2383.0,flat,-7.64451104917239,flat,58.952702702702695,58.27702702702703,66.72297297297297,58.09042692440786,53.60235109197786,59.226100688459596
2024-05-23,234,1379,-1145.0,11612.0,falling,-79.86391748860498,falling,42.45398773006135,49.6319018404908,67.17791411042946,173,1040,-867.0,9699.0,falling,-59.459654756203925,falling,43.04312449145647,48.4947111472742,67.7786818551668,453,1840,-1387.0,-16735.0,falling,-59.52684717925811,falling,42.27368421052631,44.126315789473686,47.11578947368421,64,436,-372.0,6852.0,flat,-19.61895971322238,flat,48.70259481037924,50.29940119760479,76.24750499001996,56,341,-285.0,4151.0,flat,-21.432273481509146,flat,43.57682619647355,51.13350125944584,73.04785894206549,73,516,-443.0,1940.0,falling,-30.29213326863344,falling,38.17567567567568,49.32432432432432,61.82432432432432,42.34814134749764,46.39987193394133,55.40053269925259
2024-05-24,1177,417,760.0,12372.0,flat,-35.439567869800086,falling,48.77300613496933,53.25153374233129,68.03680981595092,887,314,573.0,10272.0,flat,-25.94661434471658,falling,49.22701383238405,52.156224572823426,68.83645240032547,1454,815,639.0,-16096.0,falling,-17.51406975119295,flat,45.97894736842105,46.231578947368426,48.54736842105263,362,138,224.0,7076.0,flat,-7.442834664330277,flat,50.29940119760479,53.49301397205589,76.64670658682635,295,100,195.0,4346.0,flat,-9.956130980893766,flat,48.86649874055416,55.41561712846348,74.55919395465995,423,160,263.0,2203.0,flat,-14.204389599929469,flat,44.25675675675676,52.53378378378378,62.5,47.13186729435373,49.12824163004272,56.58934863939792
2024-05-28,565,1039,-474.0,11898.0,falling,-58.979551106372895,falling,43.25153374233129,49.509202453987726,66.74846625766871,423,790,-367.0,9905.0,falling,-44.163231721171314,falling,43.04312449145647,48.006509357200976,67.45321399511798,968,1306,-338.0,-16434.0,falling,-30.35557470144127,falling,43.11578947368421,44.631578947368425,48.21052631578947,136,361,-225.0,6851.0,flat,-19.445033574205876,flat,39.52095808383233,47.1057884231537,73.85229540918164,100,297,-197.0,4149.0,flat,-19.69424848796315,flat,40.80604534005038,49.37027707808564,72.544080604534,215,372,-157.0,2046.0,falling,-21.37834681518793,flat,41.55405405405405,48.141891891891895,61.317567567567565,43.171935375414456,46.649038489559594,55.878101268542004
2024-05-29,255,1359,-1104.0,10794.0,falling,-110.3113390181108,falling,29.754601226993866,42.576687116564415,63.128834355828225,199,1020,-821.0,9084.0,falling,-82.21762341943426,falling,29.373474369406022,41.334418226200164,63.87306753458096,557,1718,-1161.0,-17595.0,falling,-82.33328356039638,falling,34.5959595959596,38.215488215488215,45.32828282828283,59,440,-381.0,6470.0,falling,-37.40968847427848,falling,28.143712574850298,41.11776447105788,70.45908183632734,49,344,-295.0,3854.0,falling,-32.82186771406765,falling,25.188916876574307,40.55415617128463,69.0176322418136,77,511,-434.0,1612.0,falling,-41.25518850015797,falling,27.533783783783782,39.358108108108105,57.0945945945946,32.58671495530373,40.025458651676686,52.71580922721784
2024-05-30,1250,349,901.0,11695.0,falling,-53.398460987556135,falling,36.871165644171775,47.66871165644172,65.95092024539878,926,278,648.0,9732.0,falling,-40.89304020435191,falling,35.63873067534581,45.80960130187144,66.47681041497152,1362,909,453.0,-17142.0,falling,-45.662558217001006,falling,38.04713804713805,42.76094276094276,46.75925925925926,355,143,212.0,6682.0,falling,-22.932419971469166,flat,32.13572854291417,45.90818363273453,71.25748502994011,315,81,234.0,4088.0,falling,-17.431872813816668,flat,32.7455919395466,44.83627204030227,70.7808564231738,490,96,394.0,2006.0,falling,-16.64361219830657,flat,35.641891891891895,47.63513513513514,62.33108108108109,37.56125177521477,44.7887263433466,54.68883701554791
2024-05-31,1278,331,947.0,12642.0,falling,-2.1709579664941288,flat,48.22085889570552,56.44171779141104,68.58895705521473,969,244,725.0,10457.0,falling,-1.5060563544347403,flat,46.86737184703011,54.35313262815297,68.51098454027664,1328,929,399.0,-16743.0,falling,-16.780775257312968,flat,40.74074074074074,45.20202020202021,47.55892255892255,409,91,318.0,7000.0,falling,-5.139693301709855,flat,46.9061876247505,54.091816367265466,75.0499001996008,333,63,270.0,4358.0,flat,-2.386267810032992,flat,44.83627204030227,56.67506297229219,73.29974811083123,459,132,327.0,2333.0,falling,1.1325036007679152,flat,46.95945945945946,56.92567567567568,64.3581081081081,43.85390941930731,49.87989744499223,56.31146407587396
2024-06-03,592,1006,-414.0,12228.0,falling,-26.41058809365363,falling,41.59509202453987,53.128834355828225,68.22085889570552,418,789,-371.0,10086.0,falling,-22.622654880983383,flat,40.76484947111473,50.772986167615954,68.10414971521563,1043,1227,-184.0,-16927.0,falling,-21.152946950493146,flat,40.61447811447812,44.823232323232325,47.474747474747474,171,327,-156.0,6844.0,falling,-13.601213532557097,flat,40.119760479041915,52.29540918163673,75.0499001996008,120,277,-157.0,4201.0,falling,-10.860344192747784,flat,38.79093198992443,50.88161209068011,71.78841309823679,240,346,-106.0,2227.0,falling,-5.324579909027243,flat,42.22972972972973,53.547297297297305,63.51351351351351,41.019602475460196,48.25455394890147,56.04565907006572
2024-06-04,428,1188,-760.0,11468.0,falling,-64.30341891190673,falling,32.45398773006135,47.54601226993865,65.8282208588957,311,906,-595.0,9491.0,falling,-51.76423334677756,falling,30.268510984540274,45.240032546786004,65.82587469487387,665,1602,-937.0,-17864.0,falling,-62.43538901340975,falling,33.7962962962963,40.782828282828284,45.707070707070706,225,275,-50.0,6794.0,falling,-15.467807262268703,flat,38.12375249500998,50.49900199600798,74.25149700598801,83,313,-230.0,3971.0,falling,-21.701377779005192,flat,27.95969773299748,44.584382871536526,69.0176322418136,118,471,-353.0,1874.0,falling,-23.168763410356966,flat,29.898648648648653,46.79054054054054,60.810810810810814,33.23766363004966,43.597483272055776,54.080951378033674
2024-06-05,1099,501,598.0,12066.0,falling,-28.480272166953604,falling,38.15950920245399,50.49079754601227,66.68711656441718,847,359,488.0,9979.0,falling,-22.271461768297684,flat,36.85923515052888,48.65744507729862,66.55817737998373,1504,755,749.0,-17115.0,falling,-13.119700032136365,flat,39.47811447811448,44.23400673400673,47.30639730639731,332,166,166.0,6960.0,falling,-6.186405864860783,flat,41.91616766467065,53.49301397205589,74.25149700598801,276,121,155.0,4126.0,falling,-11.611954606360252,flat,35.51637279596977,48.11083123425693,70.02518891687657,432,156,276.0,2150.0,falling,-6.859696486942095,flat,38.17567567567568,50.16891891891891,61.317567567567565,38.93140070743379,46.82816721579187,55.341937812443376
2024-06-06,642,955,-313.0,11753.0,falling,-43.25908033918392,falling,35.76687116564417,49.4478527607362,66.25766871165644,443,764,-321.0,9658.0,falling,-37.393784759855905,falling,33.68592351505289,46.7046379170057,65.90724165988608,836,1405,-569.0,-17684.0,falling,-36.78918745298695,falling,36.05384938998738,42.70088346655448,46.94993689524611,194,304,-110.0,6850.0,falling,-12.019875640752707,flat,40.5189620758483,52.8942115768463,73.45309381237524,136,257,-121.0,4005.0,falling,-16.727438020717027,flat,32.49370277078086,47.103274559193956,69.77329974811083,212,369,-157.0,1993.0,falling,-14.531145784987668,flat,31.703204047217536,48.566610455311974,61.72006745362564,35.93443713770075,45.508311804962034,54.983925355591936
2024-06-07,386,1212,-826.0,10927.0,falling,-81.32866592474491,falling,28.52760736196319,43.61963190184049,63.86503067484662,316,888,-572.0,9086.0,falling,-62.68640199383891,falling,28.071602929210744,42.39218877135883,63.95443449959316,615,1649,-1034.0,-18718.0,falling,-80.0926532605493,falling,31.10550651534258,39.26019335855401,45.187053383774696,190,307,-117.0,6733.0,flat,-17.297392920936538,flat,37.5249500998004,51.09780439121756,72.0558882235529,80,314,-234.0,3771.0,falling,-26.667539149888484,falling,23.425692695214106,41.05793450881612,68.51385390428212,100,488,-388.0,1605.0,falling,-32.5675792058917,falling,23.400673400673398,41.91919191919192,58.24915824915825,30.038835659024542,41.06402111416556,52.915538031918906
2024-06-10,843,755,88.0,11015.0,falling,-67.77151827077584,falling,29.447852760736197,44.84662576687117,63.68098159509202,637,572,65.0,9151.0,falling,-52.14815771892519,falling,29.454841334418226,43.287225386493084,63.54759967453214,1101,1168,-67.0,-18785.0,falling,-68.36665325971234,falling,32.53467843631778,39.55443463640185,44.72467423287095,295,203,92.0,6825.0,flat,-11.273183230889034,flat,40.31936127744511,53.49301397205589,72.65469061876247,212,183,29.0,3800.0,falling,-21.88298791958064,flat,27.70780856423174,42.82115869017632,67.00251889168766,227,362,-135.0,1470.0,falling,-35.17589188473518,falling,22.22222222222222,37.71043771043771,56.56565656565656,31.259077859752132,41.741380958224966,52.558183197140224
2024-06-11,523,1074,-551.0,10464.0,falling,-87.7912994352784,falling,26.07361963190184,40.5521472392638,61.963190184049076,435,766,-331.0,8820.0,falling,-62.677218075279335,falling,27.908868999186332,39.86981285598048,61.83889340927583,1059,1208,-149.0,-18934.0,falling,-62.09908999269817,falling,33.45943673812526,40.395124001681374,44.388398486759144,177,319,-142.0,6683.0,flat,-17.76611802974397,flat,34.73053892215569,49.101796407185624,71.6566866267465,131,265,-134.0,3666.0,falling,-25.832781678069527,falling,25.692695214105793,41.56171284634761,64.73551637279597,210,380,-170.0,1300.0,falling,-38.98011976572269,falling,19.865319865319865,35.35353535353536,54.882154882154886,30.40686170742164,40.46002206338405,51.6520999206546
2024-06-12,1121,473,648.0,11112.0,rising,-44.519255833751714,falling,36.441717791411044,48.15950920245399,64.23312883435582,828,375,453.0,9273.0,flat,-32.166178589585726,falling,37.0219690805533,46.7860048820179,64.19853539462979,1414,851,563.0,-18371.0,falling,-20.829827949437544,flat,40.10919781604368,44.30911381772364,46.74506509869802,302,197,105.0,6788.0,rising,-10.878746692616222,flat,43.51297405189621,52.29540918163673,72.65469061876247,300,96,204.0,3870.0,flat,-12.180691433187176,flat,41.56171284634761,49.622166246851386,68.76574307304786,470,114,356.0,1656.0,flat,-15.737834005138392,flat,34.84848484848485,47.13804713804714,59.59595959595959,38.59430712952789,45.89955959208492,53.96869132171915
2024-06-13,445,1154,-709.0,10403.0,falling,-75.14906227527763,falling,31.39178418148375,43.34763948497854,62.04782342121398,308,906,-598.0,8675.0,falling,-58.46840893636977,falling,30.431244914564687,42.06672091131001,61.75752644426363,686,1586,-900.0,-19271.0,falling,-58.59045976270255,falling,34.01931961360773,40.151196976060476,45.02309953800924,185,311,-126.0,6662.0,flat,-16.48565046590892,flat,41.11776447105788,51.09780439121756,72.45508982035929,98,295,-197.0,3673.0,falling,-20.497250816646837,flat,34.25692695214106,43.32493702770781,65.74307304785894,139,451,-312.0,1344.0,falling,-29.18699050981313,falling,27.77777777777778,40.4040404040404,56.060606060606055,32.933959459651064,41.47155646243609,52.055528752487255
2024-06-14,336,1277,-941.0,9462.0,falling,-112.56180147140591,falling,24.816176470588236,37.31617647058824,59.31372549019608,207,1008,-801.0,7874.0,falling,-90.81447383818826,falling,22.76422764227642,35.44715447154472,59.10569105691057,534,1748,-1214.0,-20485.0,falling,-106.28284766423064,falling,28.001679261125105,35.3904282115869,42.86314021830395,134,365,-231.0,6431.0,falling,-26.447124939744626,falling,35.92814371257485,46.9061876247505,70.85828343313374,65,329,-264.0,3409.0,falling,-30.855422835421606,falling,26.700251889168765,35.51637279596977,64.48362720403023,77,515,-438.0,906.0,falling,-46.840084368760955,falling,19.52861952861953,32.996632996633,51.68350168350169,26.682496719113303,36.18792036608476,49.67566757223514
2024-06-17,1055,548,507.0,9969.0,falling,-71.58688447673856,falling,30.392156862745097,40.80882352941176,60.78431372549019,841,369,472.0,8346.0,falling,-54.36628696005214,falling,30.0,39.67479674796748,60.48780487804878,1183,1091,92.0,-20393.0,falling,-81.22842508171601,falling,30.26868178001679,37.19563392107473,43.45088161209068,362,137,225.0,6656.0,flat,-12.031949990175434,flat,42.51497005988024,49.9001996007984,72.2554890219561,301,95,206.0,3615.0,falling,-16.05738279729693,flat,35.012594458438286,41.56171284634761,65.99496221662469,437,153,284.0,1190.0,falling,-25.599279196317553,falling,28.95622895622896,38.88888888888889,54.37710437710438,30.319734283915032,38.689557816396956,50.61763210932551
2024-06-18,864,723,141.0,10110.0,falling,-54.49539602391427,falling,34.681372549019606,42.58578431372549,60.96813725490197,639,561,78.0,8424.0,falling,-42.6312557444455,falling,34.47154471544715,41.86991869918699,60.65040650406503,811,1477,-666.0,-21059.0,falling,-97.3007516482574,falling,29.135180520570948,34.55079764903443,42.27539882451721,320,178,142.0,6798.0,flat,-3.796815658342897,flat,49.9001996007984,52.8942115768463,72.65469061876247,219,172,47.0,3662.0,falling,-11.274771650713847,flat,38.539042821158695,43.32493702770781,65.74307304785894,268,318,-50.0,1140.0,falling,-24.01039437789685,flat,32.82828282828283,39.39393939393939,54.882154882154886,31.406614520351084,37.84151347790274,49.930979699103176
2024-06-20,846,751,95.0,10205.0,falling,-41.90969641662994,falling,37.31617647058824,43.38235294117647,60.47794117647059,629,581,48.0,8472.0,falling,-33.884647776379595,falling,36.91056910569105,41.78861788617886,60.65040650406503,954,1309,-355.0,-21414.0,falling,-95.00608710440903,falling,28.75734676742233,34.76070528967254,41.099916036943746,283,217,66.0,6864.0,flat,-0.5367917263343642,flat,55.688622754491014,55.688622754491014,73.45309381237524,186,211,-25.0,3637.0,falling,-10.72926526213174,flat,36.775818639798494,43.07304785894207,67.00251889168766,272,311,-39.0,1101.0,falling,-21.981845886257666,flat,34.68013468013468,38.38383838383838,53.198653198653204,32.29839625860263,38.32774448642171,49.11719742239047
2024-06-21,808,792,16.0,10221.0,falling,-34.88937477031869,falling,38.05147058823529,43.443627450980394,60.72303921568627,623,588,35.0,8507.0,falling,-26.886874724801345,falling,38.048780487804876,42.03252032520325,61.138211382113816,1258,1037,221.0,-21193.0,falling,-63.76911848389662,falling,31.711409395973156,35.696308724832214,41.61073825503356,291,207,84.0,6948.0,flat,3.1532126941646013,flat,58.08383233532935,56.4870259481038,74.8502994011976,251,142,109.0,3746.0,flat,-3.5092109735833796,flat,42.31738035264483,45.34005037783375,67.50629722921914,321,267,54.0,1155.0,falling,-15.487527696474878,flat,36.195286195286194,38.88888888888889,53.36700336700336,34.31579910267904,38.87877598075958,49.46174763553275
2024-06-24,1148,459,689.0,10910.0,flat,4.937447111129025,flat,50.245098039215684,49.38725490196079,63.05147058823529,866,346,520.0,9027.0,flat,3.480655607922067,flat,50.24390243902439,48.3739837398374,62.84552845528455,1200,1066,134.0,-21059.0,falling,-41.092664720938984,falling,36.3255033557047,38.171140939597315,42.15604026845637,349,149,200.0,7148.0,rising,12.092400410220392,flat,68.8622754491018,62.07584830339321,75.249500998004,275,120,155.0,3901.0,flat,4.981481497993384,flat,56.67506297229219,52.64483627204031,68.76574307304786,402,185,217.0,1372.0,flat,-1.7074480057282173,flat,47.30639730639731,44.612794612794616,57.07070707070707,42.10107491687231,42.824973921140845,50.8260522808201
2024-06-25,402,1203,-801.0,10109.0,falling,-35.53530741578883,falling,39.03186274509804,43.13725490196079,60.17156862745098,308,904,-596.0,8431.0,falling,-26.372509235639022,falling,39.51219512195122,42.520325203252035,60.56910569105691,802,1471,-669.0,-21728.0,falling,-61.64883343000554,falling,33.09563758389262,35.40268456375839,40.98154362416108,129,368,-239.0,6909.0,flat,-2.275056094603004,flat,54.690618762475054,53.293413173652695,73.65269461077844,98,299,-201.0,3700.0,flat,-5.58388384629845,flat,43.07304785894207,45.34005037783375,65.23929471032746,151,440,-289.0,1083.0,falling,-15.216942630111184,flat,37.71043771043771,39.05723905723906,53.87205387205387,35.55248167459264,38.603815402545095,48.92377934625502
2024-06-26,703,889,-186.0,9923.0,falling,-39.21183599922466,falling,37.806372549019606,40.502450980392155,59.80392156862745,550,653,-103.0,8328.0,falling,-27.115102630705557,falling,38.3739837398374,40.0,60.24390243902439,1183,1076,107.0,-21621.0,falling,-40.11611350910741,falling,34.81543624161073,35.31879194630873,41.90436241610738,169,331,-162.0,6747.0,flat,-10.697856125753992,flat,49.700598802395206,49.700598802395206,71.6566866267465,151,239,-88.0,3612.0,flat,-8.939351796436476,flat,42.0654911838791,41.30982367758186,63.97984886649874,301,285,16.0,1099.0,flat,-11.441475820808058,flat,38.72053872053872,37.37373737373738,54.37710437710438,36.0518866704331,37.46171201441073,49.30402436646104
2024-06-27,985,618,367.0,10290.0,falling,-14.509208758066158,flat,42.98836497244336,43.600734843845686,61.54317207593386,725,485,240.0,8568.0,falling,-10.464444470333923,flat,42.4390243902439,41.86991869918699,61.54471544715447,1502,781,721.0,-20900.0,falling,9.194942590806022,flat,42.0545073375262,39.91614255765199,43.689727463312366,289,210,79.0,6826.0,flat,-5.795860871759318,flat,50.898203592814376,52.8942115768463,71.8562874251497,246,150,96.0,3708.0,flat,-2.563580134822306,flat,48.86649874055416,45.843828715365234,65.4911838790932,379,211,168.0,1267.0,falling,-0.5562443197498474,flat,43.43434343434344,42.92929292929293,56.3973063973064,42.43972961976301,41.43606057998048,51.05438822348536
2024-06-28,1033,572,461.0,10751.0,rising,11.384083576914698,flat,50.122399020807826,44.798041615667074,62.729498164014686,778,428,350.0,8918.0,flat,9.324190479135495,flat,48.497156783103165,42.9731925264013,62.469536961819664,1351,934,417.0,-20483.0,falling,36.10992084327799,rising,44.59346186085499,42.83319362950545,45.1802179379715,267,234,33.0,6859.0,flat,-3.8756756252350755,flat,52.49500998003992,50.49900199600798,73.05389221556887,261,134,127.0,3835.0,flat,4.450522536531921,flat,55.16372795969773,49.622166246851386,68.51385390428212,457,134,323.0,1590.0,flat,16.50340983525367,flat,54.54545454545454,47.30639730639731,59.93265993265994,46.87468143456303,43.643882837163396,52.420987799873636
2024-07-01,414,1193,-779.0,9972.0,rising,-28.53407189456125,falling,41.00367197062423,39.16768665850673,60.159118727050185,305,906,-601.0,8317.0,rising,-21.35314759146383,flat,40.454914703493095,37.61169780666125,59.95125913891145,783,1502,-719.0,-21202.0,falling,2.141677644925153,flat,40.69572506286672,39.60603520536463,43.58759430008382,132,366,-234.0,6625.0,flat,-15.564538861330671,flat,42.315369261477045,44.31137724550898,70.25948103792416,81,310,-229.0,3606.0,flat,-7.374672292142876,flat,44.33249370277078,40.55415617128463,64.23173803526448,141,452,-311.0,1279.0,rising,-0.6931029113945879,flat,45.79124579124579,43.77104377104377,56.3973063973064,40.82287580304306,39.42504185623805,50.42994778264676
2024-07-02,1037,566,471.0,10443.0,rising,-0.02142446320037905,flat,48.10281517747858,42.83965728274174,60.83231334149327,767,441,326.0,8643.0,flat,-1.1255059038689375,flat,46.62875710804224,41.10479285134037,60.76360682372055,1083,1212,-129.0,-21331.0,falling,2.5881213221088046,flat,41.265186426476745,39.42186845412652,43.90448261416003,340,159,181.0,6806.0,flat,-4.730694233885754,flat,49.50099800399202,49.101796407185624,69.86027944111777,263,131,132.0,3738.0,flat,0.6016594908008885,flat,51.88916876574308,45.08816120906801,65.74307304785894,379,207,172.0,1451.0,flat,8.757344204778121,flat,50.505050505050505,45.28619528619529,58.417508417508415,44.077069158097046,40.827388077592445,50.86582500921267
